Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
55.7435,-97.8558,5.16,72,20,4.61,CA,1643569889
-21.2,-175.2,80.64,75,100,10.92,TO,1643569630
-14.97,22.6814,65.48,92,84,4.85,ZM,1643569890
65.6145,-37.6368,8.76,35,88,28.77,GL,1643569890
-3.8004,102.2655,75.79,92,100,4.09,ID,1643569891
6.7013,101.6168,74.37,86,18,6.53,TH,1643569891
40.1629,-8.3327,51.93,50,83,2.01,PT,1643569892
51.3813,1.3862,42.66,79,100,4.0,GB,1643569789
22.8909,-109.9124,82.51,65,20,5.75,MX,1643569799
63.1792,14.6357,26.62,80,0,12.66,SE,1643569892
54.3708,92.1358,-12.1,99,19,2.28,RU,1643569893
-45.8667,-67.5,66.06,15,40,14.97,AR,1643569893
-33.0153,27.9116,75.25,82,95,16.64,ZA,1643569893
-24.7911,-50.0119,63.95,98,100,5.23,BR,1643569894
-21.3585,55.7679,80.19,81,33,10.98,RE,1643569894
-0.6136,-47.3561,78.53,88,90,8.81,BR,1643569895
-42.8794,147.3294,57.06,94,75,1.99,AU,1643569895
64.5011,-165.4064,-7.83,77,0,0.0,US,1643569895
57.79,-152.4072,24.31,74,20,12.66,US,1643569693
39.0197,31.15,31.06,93,100,6.55,TR,1643569896
64.8945,-23.7142,28.96,57,100,37.02,IS,1643569896
-21.6403,-41.0511,84.29,78,18,9.84,BR,1643569897
70.8578,29.0864,30.15,86,75,8.05,NO,1643569897
-34.5833,150.8552,71.19,87,46,5.99,AU,1643569897
62.2266,-6.589,38.32,92,100,17.34,FO,1643569834
-0.7393,-90.3518,85.96,70,100,8.79,EC,1643569828
-30.1811,-50.2056,76.55,60,0,16.75,BR,1643569898
-33.6971,-53.4616,78.76,53,73,12.86,UY,1643569782
-20.4081,57.7,80.26,83,97,18.05,MU,1643569959
65.5833,-171.0,-5.12,89,3,5.1,RU,1643569959
4.375,-7.7169,80.6,82,58,7.61,LR,1643569960
12.5847,-81.7006,82.42,69,75,10.36,CO,1643569704
-37.2,145.0667,69.3,95,60,3.44,AU,1643569960
66.0,111.5,-21.53,100,84,3.15,RU,1643569960
-12.497,131.047,84.11,92,100,14.54,AU,1643569961
7.1333,40.7,60.12,18,68,5.99,ET,1643569961
5.4112,100.3354,82.89,81,20,0.0,MY,1643569962
60.1432,-45.2371,18.72,68,100,13.09,GL,1643569962
42.6001,-73.9662,22.68,35,59,3.0,US,1643569943
48.0056,91.6419,-13.11,81,22,2.13,MN,1643569963
38.7333,-27.0667,59.76,80,20,21.88,PT,1643569963
-24.8667,113.6333,78.87,83,77,19.57,AU,1643569964
-14.25,129.55,81.19,79,5,20.47,AU,1643569867
36.6177,-121.9166,66.16,60,0,1.99,US,1643569964
70.4692,-68.5914,-24.07,97,98,3.11,CA,1643569964
-42.7826,147.0587,56.71,75,4,2.08,AU,1643569965
22.2855,114.1577,59.32,76,83,1.99,HK,1643569863
-33.963,22.4617,67.55,94,100,5.75,ZA,1643569965
18.6333,-91.8333,71.64,53,40,9.22,MX,1643569966
68.5333,146.4167,-32.04,100,89,1.03,RU,1643569966
67.45,153.6833,-23.66,99,100,4.74,RU,1643569967
46.4154,3.9054,42.24,87,100,3.44,FR,1643569967
1.3292,172.9752,81.81,78,100,19.3,KI,1643569967
16.3667,78.0667,71.47,41,0,4.27,IN,1643569968
56.8937,65.8938,1.67,96,100,2.73,RU,1643569968
63.4354,53.5765,5.0,97,100,4.59,RU,1643569968
23.25,87.0667,60.89,42,79,5.77,IN,1643569747
46.9809,-123.8893,48.18,95,100,17.27,US,1643569969
-2.5744,150.7967,80.96,75,35,0.74,PG,1643569969
61.994,-49.6678,9.79,73,100,8.46,GL,1643569970
42.097,-79.2353,21.02,53,100,4.0,US,1643569960
34.4839,-114.3224,68.11,11,0,3.0,US,1643569970
-6.4667,16.8167,77.45,72,100,2.04,CD,1643569971
13.0349,-9.4895,86.68,10,74,5.41,ML,1643569971
33.7333,135.9833,36.55,76,95,7.61,JP,1643569971
-23.65,-70.4,70.88,66,8,10.67,CL,1643569935
40.973,-117.7357,39.25,38,0,3.44,US,1643569972
-34.7333,135.8667,65.89,85,2,9.64,AU,1643569972
-15.1961,12.1522,73.22,73,100,6.31,AO,1643569973
9.3627,17.366,78.48,15,10,5.91,TD,1643569973
51.9337,55.7077,28.15,97,100,13.87,RU,1643569973
26.326,43.975,58.01,34,97,15.75,SA,1643569895
24.4667,54.3667,68.11,70,0,4.61,AE,1643569935
-41.8697,-73.8203,64.42,57,55,11.39,CL,1643569974
59.7035,30.7861,30.7,96,100,7.31,RU,1643569975
51.226,-58.6502,29.21,96,100,21.88,CA,1643569975
48.9329,-125.5528,48.09,94,100,4.0,CA,1643569975
-19.0047,-57.6017,89.89,62,75,8.05,BR,1643570036
13.2167,-59.5167,83.01,61,40,19.57,BB,1643569798
42.2506,-75.833,22.69,60,100,4.0,US,1643570036
49.2,119.7,-23.71,100,62,3.96,CN,1643570037
41.2835,-70.0995,23.11,64,87,20.47,US,1643569787
39.3643,-74.4229,27.37,44,0,13.8,US,1643569934
5.9485,80.5353,76.41,91,22,7.63,LK,1643570037
41.7711,34.8709,28.38,83,100,11.56,TR,1643570038
-2.0226,147.2712,79.14,83,100,10.09,PG,1643569874
46.6166,10.7002,46.31,67,17,7.83,IT,1643570038
34.6391,-120.4579,71.85,43,0,0.0,US,1643570028
28.0667,95.3333,53.15,62,16,3.24,IN,1643569835
39.05,-27.9833,57.78,68,36,23.47,PT,1643570039
53.5237,-2.4935,46.69,85,100,8.01,GB,1643570039
70.2396,22.3479,31.12,84,19,6.8,NO,1643570040
51.1494,-100.0502,25.07,86,100,4.36,CA,1643570040
10.9995,122.6711,74.95,93,54,3.09,PH,1643570041
44.2911,-105.5022,50.92,17,0,8.99,US,1643570041
-33.8667,121.9,70.29,66,74,9.17,AU,1643570041
-6.8844,112.2051,77.74,88,100,6.73,ID,1643570042
-45.4167,167.7167,55.99,92,31,0.45,NZ,1643570042
14.3122,121.1114,79.86,80,49,11.25,PH,1643569974
27.0167,-108.9333,77.18,20,59,5.28,MX,1643570043
40.4272,71.7189,35.02,86,100,4.61,UZ,1643570043
-5.9475,29.1947,70.5,88,100,5.35,CD,1643570044
-3.7481,-73.2472,87.84,62,0,4.61,PE,1643570044
56.4468,21.5897,33.19,93,100,21.43,LV,1643570045
50.1001,-91.917,7.23,87,100,3.02,CA,1643570045
-29.9533,-71.3436,69.53,68,20,13.8,CL,1643569996
7.9986,124.2928,66.65,92,11,1.3,PH,1643570045
22.2394,68.9678,70.07,77,0,10.42,IN,1643570046
-33.9258,18.4232,70.11,82,100,7.0,ZA,1643569759
-4.7761,11.8635,79.09,84,100,5.99,CG,1643570047
-10.9833,-66.1,76.59,90,96,4.18,BO,1643570047
-8.9266,125.4092,61.18,94,96,4.0,TL,1643570048
38.421,-121.4238,60.35,68,0,3.0,US,1643570048
-4.1372,39.3153,73.33,93,100,5.44,KE,1643570048
11.2833,-15.8333,78.1,65,13,15.17,GW,1643570049
-11.0964,-77.6139,75.15,71,100,11.23,PE,1643569836
50.6789,156.125,26.35,92,100,13.94,RU,1643570049
28.3305,75.0632,60.04,25,0,1.25,IN,1643570050
-22.092,-70.1979,70.38,66,8,6.46,CL,1643569913
-31.9,152.4667,69.73,100,75,4.61,AU,1643569892
-16.7833,-151.5,79.56,74,15,7.27,PF,1643570051
-3.9443,119.7848,75.15,90,100,2.57,ID,1643570051
5.7947,0.8973,80.91,58,100,11.18,GH,1643570051
5.4033,125.4636,80.83,76,72,9.35,PH,1643570052
-17.8,-63.1667,96.26,31,40,9.22,BO,1643569808
8.5333,37.9833,62.13,33,8,10.29,ET,1643570052
40.8106,111.6522,8.85,68,62,7.65,CN,1643570053
-30.3833,153.1,71.62,96,100,4.61,AU,1643570113
-39.0333,-67.5833,81.0,17,4,27.6,AR,1643570020
-28.7667,114.6,72.01,88,100,14.97,AU,1643570114
69.4865,88.3972,-13.4,97,76,8.88,RU,1643569908
-20.7377,116.8463,82.69,62,47,21.56,AU,1643570114
-2.9248,-39.9167,76.08,84,100,11.12,BR,1643570115
62.1564,-7.1664,36.52,93,100,12.66,FO,1643570115
71.9167,114.0833,-20.51,100,100,2.82,RU,1643570020
62.5353,113.9611,-19.77,68,97,1.99,RU,1643570116
-13.8833,167.55,80.28,81,100,15.77,VU,1643570116
41.1415,-73.3579,27.73,43,0,1.99,US,1643569875
-9.0853,-78.5783,75.31,72,99,11.86,PE,1643570117
20.8947,-156.47,77.85,60,0,5.75,US,1643570117
72.7868,-56.1549,-3.62,70,100,9.26,GL,1643569836
31.9661,74.9047,53.38,63,0,1.99,IN,1643570118
-33.5906,26.891,74.95,86,100,21.43,ZA,1643570118
-38.2667,141.9667,61.65,98,46,6.53,AU,1643570118
-26.6481,15.1594,67.96,81,87,10.33,NA,1643570119
39.1834,-84.5333,40.08,55,0,1.01,US,1643570053
-21.15,149.2,77.68,83,90,9.06,AU,1643570119
22.6333,110.15,52.77,80,90,6.44,CN,1643570120
12.5058,39.5228,53.22,65,73,4.83,ET,1643570120
5.2052,-4.4146,84.11,82,92,11.56,CI,1643570121
58.9034,17.9479,35.15,73,41,19.66,SE,1643570121
-34.6833,150.8667,71.38,90,68,3.0,AU,1643570121
5.9667,80.4167,76.39,91,20,6.42,LK,1643570122
-3.6667,152.4333,78.71,81,100,3.22,PG,1643570122
78.2186,15.6401,8.44,66,0,18.41,SJ,1643570122
59.5833,151.2833,2.62,79,74,12.01,RU,1643570123
70.3705,31.1107,28.38,93,75,5.75,NO,1643570123
37.7167,-25.4333,58.19,79,71,15.1,PT,1643570124
47.5702,-59.1367,25.11,82,100,36.35,CA,1643570124
-5.6667,132.75,83.79,76,100,19.26,ID,1643570125
-45.5752,-72.0662,59.61,43,25,13.69,CL,1643570071
52.3,76.95,8.4,85,75,8.95,KZ,1643570125
66.1451,-65.7125,-24.47,84,40,6.02,CA,1643569878
60.7522,-137.5108,8.55,66,97,10.36,CA,1643570126
9.4942,50.8122,75.94,73,98,15.55,SO,1643570126
17.4924,44.1277,61.45,26,28,3.24,SA,1643570126
-18.5922,-48.705,72.52,81,76,10.16,BR,1643570127
9.1924,117.8141,79.0,82,4,3.94,PH,1643570127
-15.7014,-44.0275,81.23,59,92,5.91,BR,1643570128
51.4,128.1333,-8.64,92,63,6.31,RU,1643570128
20.0458,110.3417,66.33,88,75,8.95,CN,1643570129
13.9216,44.1467,57.88,80,74,2.39,YE,1643570129
51.6199,73.1033,11.19,90,45,15.59,KZ,1643570129
43.3,52.8,39.63,80,100,12.53,KZ,1643570130
-19.0595,-169.9187,75.09,94,100,3.44,NU,1643570130
3.5167,15.05,74.68,27,100,1.83,CM,1643569879
1.5995,11.5793,74.5,31,100,2.42,GA,1643570131
49.8496,-124.5361,45.0,93,100,19.57,CA,1643570168
25.3573,55.4033,72.25,58,0,3.44,AE,1643570129
42.1584,-72.3287,24.48,35,20,1.99,US,1643570191
28.3667,129.4833,52.52,69,100,21.27,JP,1643570192
-13.7,-76.2167,75.25,64,0,6.91,PE,1643570192
-1.9487,30.4347,74.64,62,100,3.2,RW,1643570193
6.5423,21.9863,77.23,20,96,3.36,CF,1643570193
62.0025,132.4325,-37.89,100,61,1.99,RU,1643570013
48.5669,-78.1162,10.18,82,100,8.25,CA,1643570104
-6.2167,155.6333,79.11,85,100,5.95,PG,1643570194
51.55,-9.2667,48.0,79,100,17.47,IE,1643570194
2.8197,-60.6733,91.38,38,75,14.97,BR,1643570195
-12.0667,134.2667,78.94,87,100,12.73,AU,1643570195
25.5198,90.2201,52.75,59,5,3.4,IN,1643570196
51.6568,5.6126,41.85,77,100,4.61,NL,1643570043
-6.4167,20.8,73.85,83,100,2.08,CD,1643570196
52.1451,25.5365,30.6,95,100,23.44,BY,1643570197
-5.1989,-35.4608,86.9,68,93,14.72,BR,1643570106
69.4058,86.1778,-14.01,99,87,8.43,RU,1643570197
-5.2246,145.7966,75.04,94,100,8.01,PG,1643570198
71.6872,128.8694,-17.66,100,97,4.5,RU,1643570198
-20.3167,118.5667,82.45,83,53,17.27,AU,1643570198
28.6585,-17.9182,60.55,85,10,5.75,ES,1643570199
43.4832,-8.2369,55.65,77,0,3.71,ES,1643570162
-23.6752,22.7876,70.54,73,100,10.04,BW,1643570200
64.2539,-15.2082,26.69,50,0,25.61,IS,1643570200
43.3,6.6333,51.19,83,0,5.91,FR,1643570201
-1.7656,-55.8661,79.43,80,100,3.51,BR,1643570201
46.7445,5.9135,36.07,86,23,3.62,FR,1643570202
-3.8,103.5333,72.82,98,100,2.26,ID,1643570202
-20.5167,57.5167,80.98,83,40,13.8,MU,1643570202
10.1755,-70.0827,90.72,22,83,3.0,VE,1643570203
28.6478,121.2594,36.99,87,5,2.93,CN,1643570203
68.1214,13.5031,30.09,86,75,11.5,NO,1643570204
49.9168,-109.4848,34.93,77,100,3.13,CA,1643569923
52.6333,29.7333,31.5,96,100,9.84,BY,1643570204
69.2167,-51.1,8.62,66,75,18.41,GL,1643570205
4.9333,-52.3333,80.64,89,100,5.99,GF,1643570205
28.4604,119.9103,33.24,95,8,1.77,CN,1643570206
-35.1,173.7833,67.32,86,100,12.17,NZ,1643570206
13.4667,22.2,66.83,17,5,9.13,TD,1643570206
49.4273,25.9787,36.45,96,100,20.2,UA,1643570207
11.3,-10.7167,83.5,13,95,3.87,GN,1643570207
43.133,-115.6912,25.41,93,0,6.91,US,1643570208
50.0833,132.1667,-25.62,100,58,0.76,RU,1643570208
51.0333,-4.2167,49.24,96,98,19.91,GB,1643570209
60.445,50.9968,0.77,100,84,3.51,RU,1643570209
43.4065,-124.2243,53.08,100,100,9.22,US,1643570209
61.3614,63.5842,-6.38,100,99,2.98,RU,1643570210
61.6886,27.2723,23.11,86,40,6.91,FI,1643570210
51.7644,20.2549,39.78,67,100,28.36,PL,1643570271
36.6167,101.7667,8.98,71,3,1.72,CN,1643570271
13.2,-61.1333,82.49,74,75,11.5,VC,1643570271
-17.7333,-149.15,78.82,76,96,10.96,PF,1643570272
34.4133,-119.861,75.69,41,0,6.91,US,1643570272
32.3502,-85.1999,61.88,33,0,5.75,US,1643570272
-25.2406,130.9889,73.24,100,100,10.36,AU,1643570273
19.8,85.85,59.52,57,0,5.86,IN,1643570273
-26.3667,-70.05,79.36,22,0,15.73,CL,1643570274
55.1001,-105.2842,12.45,79,100,9.22,CA,1643570274
56.6709,124.6491,-10.68,97,100,6.46,RU,1643570274
60.34,102.2797,-17.55,100,100,1.23,RU,1643570275
21.4612,-71.1419,75.16,69,75,13.8,TC,1643570275
60.3964,-1.353,39.11,83,100,18.32,GB,1643570275
65.8167,87.9833,0.12,95,97,8.55,RU,1643570276
46.4333,26.4,40.39,69,97,20.45,RO,1643570170
-17.9333,19.7667,67.51,91,100,3.18,NA,1643570277
-0.9131,122.8766,76.24,80,99,5.26,ID,1643570277
16.1833,-22.9167,70.36,68,100,18.41,CV,1643570277
-28.8667,153.5667,72.79,89,68,6.44,AU,1643570050
67.4667,78.7,-11.63,99,98,8.23,RU,1643570278
64.3833,-173.3,4.6,81,1,7.67,RU,1643570278
10.5669,72.642,81.3,72,24,11.01,IN,1643570200
39.8815,-83.093,33.93,56,0,3.0,US,1643570279
27.4333,77.1,55.31,45,0,3.0,IN,1643570279
43.65,51.2,36.18,76,100,7.81,KZ,1643570280
20.931,-17.0347,65.53,74,100,20.62,MR,1643570011
-32.3667,-54.1833,88.83,26,0,7.07,UY,1643570280
52.655,90.0928,-5.24,98,37,3.51,RU,1643570281
-11.3847,43.2844,81.0,73,9,3.47,KM,1643570281
7.2833,36.2333,65.61,47,69,1.5,ET,1643570281
65.6118,72.6842,-7.58,97,95,7.52,RU,1643570282
27.6333,93.8333,30.27,89,0,1.99,IN,1643570282
55.3299,11.1386,37.38,76,16,21.72,DK,1643570283
7.9803,49.8164,75.33,75,100,15.93,SO,1643570283
-1.85,34.7,62.82,92,97,2.35,TZ,1643570283
0.0847,-76.8828,89.62,58,40,3.44,EC,1643570284
-21.2167,48.3333,75.06,75,0,1.83,MG,1643570284
60.8156,-115.7999,-7.62,77,100,8.05,CA,1643570168
25.5333,-103.5333,67.87,32,20,6.91,MX,1643570285
6.6221,73.07,80.73,77,27,9.35,MV,1643570285
64.2956,41.9211,15.78,95,100,5.01,RU,1643570286
40.5614,65.6886,30.29,78,2,7.02,UZ,1643570286
68.0546,166.4372,-10.46,93,99,4.83,RU,1643570286
32.8663,59.2211,30.67,40,0,4.61,IR,1643570287
28.1667,94.7667,46.09,78,42,1.81,IN,1643570287
-28.24,-48.6703,76.89,61,72,6.96,BR,1643570287
-41.5333,146.6667,58.24,15,5,2.21,AU,1643570288
-0.7193,8.7815,81.46,78,100,7.63,GA,1643570156
15.85,-97.0667,85.03,70,0,6.91,MX,1643570288
5.8833,-56.3167,81.39,70,23,11.25,SR,1643570349
64.75,177.4833,-19.7,75,40,4.0,RU,1643570349
16.2923,119.8062,76.03,80,22,12.86,PH,1643570350
13.35,-15.75,92.75,11,39,6.44,GM,1643570350
23.6,78.3333,58.23,37,0,2.89,IN,1643570350
-12.0432,-77.0282,74.89,74,0,3.0,PE,1643570094
70.6333,147.9167,-29.9,88,18,1.81,RU,1643570270
43.6702,-7.4101,47.97,86,37,11.68,ES,1643570351
-9.0122,-35.2225,82.47,72,100,8.61,BR,1643570351
42.7297,133.0839,15.66,66,3,10.51,RU,1643570352
28.4058,-80.6048,58.08,46,0,10.36,US,1643570297
34.6667,138.95,37.11,62,96,10.49,JP,1643570352
68.005,35.0117,3.85,98,94,4.97,RU,1643570353
65.85,74.4859,-9.49,99,89,6.82,RU,1643570353
64.8569,-147.8028,-23.85,71,40,3.44,US,1643570353
35.7333,140.8333,30.6,50,100,14.29,JP,1643570354
62.2349,44.9985,3.76,99,80,4.7,RU,1643570354
32.6881,128.8419,45.05,56,6,21.56,JP,1643570355
45.3167,55.2,33.37,77,100,15.14,KZ,1643570355
8.0777,22.4007,71.56,25,47,5.5,CF,1643570355
-17.5333,-149.3333,78.82,75,57,11.07,PF,1643570356
16.9167,-92.4833,67.12,58,49,3.15,MX,1643570356
20.8624,92.3058,58.24,69,0,9.6,BD,1643570357
-6.9811,-34.8339,86.67,68,79,14.07,BR,1643570183
56.7796,53.1495,11.64,90,96,6.11,RU,1643570357
8.4054,48.4845,71.53,65,100,13.04,SO,1643570358
-20.3428,57.7575,80.85,83,40,13.8,MU,1643570358
3.1191,35.5973,87.39,31,100,8.81,KE,1643570358
20.0,-3.0,77.2,13,24,11.77,ML,1643570359
54.7183,135.315,-1.16,83,100,17.36,RU,1643570359
37.3807,55.4916,37.76,44,0,7.25,IR,1643570360
-33.0117,17.9442,66.0,89,100,15.46,ZA,1643570360
65.282,-126.8329,-30.96,61,75,2.3,CA,1643570361
47.8043,67.7144,17.83,96,100,6.42,KZ,1643570361
5.6406,-72.1986,90.03,31,98,8.48,CO,1643570166
6.3654,2.4183,84.18,37,96,4.61,BJ,1643570291
-45.8742,170.5036,61.81,89,0,7.0,NZ,1643570362
33.9911,-6.8401,65.05,78,21,0.0,MA,1643570313
48.65,6.1833,36.61,86,75,2.3,FR,1643570362
36.75,138.3667,26.37,98,100,2.51,JP,1643570363
12.1628,6.6614,73.38,13,80,9.98,NG,1643570363
56.45,138.1667,0.81,69,100,17.25,RU,1643570364
-25.1667,45.05,74.01,69,100,15.23,MG,1643570364
30.4833,-115.95,63.46,48,0,6.26,MX,1643570365
42.7762,-9.0603,55.9,75,0,3.74,ES,1643570365
35.3667,132.7667,33.75,88,94,7.87,JP,1643570366
-8.4897,-36.0594,85.1,46,100,15.05,BR,1643570366
-14.9003,50.2788,76.5,87,26,8.77,MG,1643570366
-9.8607,124.284,68.2,86,71,8.39,ID,1643570367
41.0889,21.0122,26.24,78,2,4.79,MK,1643570367
65.8481,24.1466,6.82,92,98,8.23,FI,1643570428
-10.4544,161.9205,80.53,83,100,3.65,SB,1643570428
-21.3393,55.4781,80.28,74,5,13.8,RE,1643570249
26.1842,127.7558,58.28,57,100,25.32,JP,1643570429
35.0339,25.9469,53.11,78,3,5.14,GR,1643570429
3.9366,41.867,84.42,22,100,10.11,KE,1643570429
-7.95,110.2833,62.6,90,100,3.67,ID,1643570274
-2.5447,14.7533,73.9,72,91,4.27,CG,1643570430
-2.8856,-40.12,76.39,85,100,12.55,BR,1643570430
39.6542,66.9597,31.42,93,100,13.8,UZ,1643570431
-20.1,146.2667,73.11,83,0,4.25,AU,1643570431
-23.1333,150.7333,73.18,83,29,10.69,AU,1643570431
36.1333,137.25,26.51,95,100,3.0,JP,1643570432
44.1628,80.0,24.08,72,17,4.5,KZ,1643570432
38.7153,112.7575,20.07,35,0,14.81,CN,1643570432
41.811,-8.8526,55.11,64,2,7.02,PT,1643570433
3.7833,72.9667,82.27,74,100,12.55,MV,1643570433
17.0818,122.4157,73.83,88,100,11.83,PH,1643570434
24.6877,46.7219,59.14,38,0,13.76,SA,1643570256
42.6056,-83.1499,26.91,62,100,1.99,US,1643569929
-3.3542,-64.7114,87.91,66,40,6.91,BR,1643570434
-10.6167,150.6667,80.51,79,99,9.24,PG,1643570435
66.7697,123.3711,-32.82,100,99,1.66,RU,1643570325
18.3851,42.4509,57.31,81,16,5.1,SA,1643570435
20.15,92.9,61.68,61,0,12.82,MM,1643570436
24.7167,78.1333,58.5,36,0,3.8,IN,1643570436
-41.45,147.1667,58.6,91,5,1.99,AU,1643570344
-4.3878,-59.5939,77.34,84,100,3.69,BR,1643570437
11.9214,109.1591,73.36,88,20,4.61,VN,1643570437
36.2167,138.4833,25.88,93,64,6.55,JP,1643570437
4.8823,101.9644,71.22,90,19,0.98,MY,1643570438
-20.2333,164.0167,79.72,78,100,8.5,NC,1643570438
42.8,93.45,23.97,40,100,0.96,CN,1643570439
9.1025,123.1996,78.21,85,8,3.6,PH,1643570439
31.7333,-106.4833,59.7,28,40,0.0,MX,1643570380
-0.9,-89.6,79.79,74,75,14.97,EC,1643570440
-33.3042,26.5328,66.58,96,100,10.98,ZA,1643570440
18.7333,-103.6833,89.08,28,0,7.11,MX,1643570440
51.9667,5.6667,41.9,83,100,6.15,NL,1643570441
28.017,-97.5169,72.01,48,3,12.44,US,1643570379
-8.8368,13.2343,80.6,78,40,10.36,AO,1643570376
37.2001,-94.3502,51.53,36,40,3.0,US,1643570269
54.4815,53.471,22.82,96,100,4.52,RU,1643570442
-8.7537,148.2534,74.3,96,100,1.7,PG,1643570442
67.667,12.6934,33.66,48,100,13.51,NO,1643570442
-5.3582,104.9744,74.82,95,100,1.79,ID,1643570443
12.9667,-2.2667,78.91,8,24,10.18,BF,1643570443
-10.1667,123.5833,80.2,83,100,14.79,ID,1643570444
51.2585,-80.6094,-2.2,65,0,11.5,CA,1643570444
7.6667,-80.5667,86.36,46,24,20.67,PA,1643570444
11.1833,40.0167,64.74,43,15,1.66,ET,1643570505
17.9583,-102.2,83.25,52,0,7.52,MX,1643570505
4.7084,6.7931,78.33,44,83,6.29,NG,1643570506
7.7669,-72.225,71.78,50,99,6.15,VE,1643570506
-3.3667,135.4833,74.23,89,100,2.53,ID,1643570506
59.3833,143.3,15.03,73,100,19.95,RU,1643570507
-1.9356,-50.8211,81.45,78,83,3.87,BR,1643570507
16.9833,73.3,72.05,65,0,5.91,IN,1643570507
